Average,SDG 1,SDG 2,SDG 3,SDG 4,SDG 5,SDG 6,SDG 7,SDG 8,SDG 9,SDG 10,SDG 11,SDG 12,SDG 13,SDG 14,SDG 15
84.5,89.6,82.6,93.4,90.2,92.8,87.1,93.0,78.4,73.7,78.7,68.1,80.0,90.8,84.5,84.5
