Average,SDG 1,SDG 2,SDG 3,SDG 4,SDG 5,SDG 6,SDG 7,SDG 8,SDG 9,SDG 10,SDG 11,SDG 12,SDG 13,SDG 14
82.0,89.6,79.7,89.5,78.0,73.9,87.1,91.0,83.8,80.7,80.3,78.3,73.8,78.5,84.5
