Average,SDG 1,SDG 2,SDG 3,SDG 4,SDG 5,SDG 6,SDG 7,SDG 8,SDG 9,SDG 10,SDG 11,SDG 12,SDG 13,SDG 14
80.5,79.2,82.6,80.3,79.3,92.8,81.2,85.0,81.1,70.2,70.5,81.2,76.2,86.2,81.0
