Average,SDG 1,SDG 2,SDG 3,SDG 4,SDG 5,SDG 6,SDG 7,SDG 8,SDG 9,SDG 10,SDG 11,SDG 12,SDG 13,SDG 14,SDG 15,SDG 16,SDG 17
84.8,75.3,91.3,78.9,81.7,91.3,91.8,92.0,77.0,87.7,86.9,84.1,88.8,89.2,78.6,90.1,72.1,84.4
