Average,SDG 1,SDG 2,SDG 3,SDG 4,SDG 5,SDG 6,SDG 7,SDG 8,SDG 9,SDG 10,SDG 11,SDG 12,SDG 13,SDG 14,SDG 15,SDG 16,SDG 17
84.8,71.4,92.8,80.3,84.1,89.9,88.2,90.0,77.0,80.7,91.8,76.8,92.5,92.3,76.2,91.5,79.4,85.9
