Average,SDG 1,SDG 2,SDG 3,SDG 4,SDG 5,SDG 6,SDG 7,SDG 8,SDG 9,SDG 10,SDG 11,SDG 12,SDG 13,SDG 14,SDG 15,SDG 16,SDG 17
69.7,87.0,56.5,69.7,80.5,63.8,83.5,82.0,77.0,56.1,72.1,71.0,71.2,66.2,77.4,66.2,51.5,53.1
