Average,SDG 1,SDG 2,SDG 3,SDG 4,SDG 5,SDG 6,SDG 7,SDG 8,SDG 9,SDG 10,SDG 11,SDG 12,SDG 13
85.9,84.4,85.5,82.9,89.0,87.0,88.2,94.0,79.7,75.4,95.1,81.2,82.5,92.3
