Average,SDG 1,SDG 2,SDG 3,SDG 4,SDG 5,SDG 6,SDG 7,SDG 8,SDG 9,SDG 10,SDG 11,SDG 12,SDG 13,SDG 14
85.2,75.3,92.8,85.5,84.1,88.4,91.8,92.0,77.0,78.9,91.8,76.8,85.0,93.8,79.8
