Average,SDG 1,SDG 2,SDG 3,SDG 4,SDG 5,SDG 6,SDG 7,SDG 8,SDG 9,SDG 10,SDG 11,SDG 12,SDG 13,SDG 14,SDG 15
81.2,64.9,92.8,81.6,80.5,87.0,90.6,90.0,75.7,68.4,86.9,71.0,78.8,90.8,76.2,83.1
