Average,SDG 1,SDG 2,SDG 3,SDG 4,SDG 5,SDG 6,SDG 7,SDG 8,SDG 9,SDG 10,SDG 11,SDG 12,SDG 13,SDG 14,SDG 15,SDG 16,SDG 17
77.3,81.8,71.0,84.2,69.5,75.4,72.9,86.0,77.0,77.2,70.5,75.4,78.8,83.1,82.1,81.7,75.0,71.9
