Average,SDG 1,SDG 2,SDG 3,SDG 4,SDG 5,SDG 6,SDG 7,SDG 8,SDG 9,SDG 10,SDG 11,SDG 12,SDG 13,SDG 14,SDG 15,SDG 16,SDG 17
86.9,77.9,91.3,85.5,87.8,89.9,94.1,91.0,85.1,87.7,85.2,88.4,85.0,93.8,81.0,90.1,77.9,85.9
