Average,SDG 1,SDG 2,SDG 3,SDG 4,SDG 5,SDG 6,SDG 7,SDG 8,SDG 9,SDG 10,SDG 11,SDG 12,SDG 13,SDG 14,SDG 15,SDG 16
86.1,76.6,89.9,85.5,85.4,91.3,91.8,91.0,79.7,84.2,91.8,84.1,83.8,92.3,81.0,88.7,80.9
