Average,SDG 1,SDG 2,SDG 3,SDG 4,SDG 5,SDG 6,SDG 7,SDG 8,SDG 9,SDG 10,SDG 11,SDG 12,SDG 13,SDG 14
84.0,90.9,73.9,81.6,87.8,92.8,84.7,91.0,85.1,82.5,78.7,79.7,75.0,90.8,82.1
